Reviewer,Review,Rating,Expense,Type
madhavi Phadke,Worst place visited ever... Food was tasteless. Ambience is not at all like photos.... Food quality is worst... No proper services received.. staff is very bad... unhygienic place.... Uncleaned.... Don't even want to give single star....,1 star,moderate,Mughlai restaurant
Fayyaz Ahmed Khan,Good place... Nice service... Not to miss Mutton Keema.... Tandoori roti was good as well... Chicken lolly pop was lemony but Banjara kebab was so so... Will try some new things next time cos they a lot of variety!!! All n all a good restaurant😀 …,4 stars,moderate,Mughlai restaurant
AsLam NaDaf,Ahamad bhai's biryani is all time favourite ❤️💯 …,5 stars,moderate,Mughlai restaurant
Rahul Naidu,The place is very nice but the person who takes the order was very rude as if he is going to pay the bill and we asked many time to clean the table but he didn't even give any attention i would give zero star if possible please think before going here,1 star,moderate,Mughlai restaurant
Prathamesh Utekar,Variety of delicious chicken dishes.nearby from nerul station.,5 stars,moderate,Mughlai restaurant
Shamina Sayed,Good place and they serve fresh food.staff claims that they don't keep stock in fridge and give the same to customers.staff is also disciplined and good,5 stars,moderate,Mughlai restaurant
satyajit suklabaidya,"Decent Muslim restaurant.tried haleem for the first timetime. Also tried the cheese paratha, was good enough but quite heavy.rush during ramzan months",4 stars,moderate,Mughlai restaurant
Prerna Kamble,The food experience here is just awesome. Awesome dishes. Specially roomali roti and bheja fry. Kunafa was awesome in desserts.,5 stars,moderate,Mughlai restaurant
Ajaj Inamdar,Don't weste your time to come here and wait here for 1 hrs or more than that.ac are not working. This restaurant is worst that i saw in my life.this is my personally experience to this restaurant.,1 star,moderate,Mughlai restaurant
Farhan ZR,"Be careful with your orders,
I had ordered mutton and they delivered chicken and refused to accept their mistake. …",1 star,moderate,Mughlai restaurant
Tushar Palande,Was a let down considering its ratings on Zomato. Food and ambience were strictly OK. Shamiana section was a bit stuffy. Overall not a very pleasant experience for a family dining.,3 stars,moderate,Mughlai restaurant
Imran Pathan,"Hey ! EVERYONE

Went To Ahmed Bhai's Bry & Dry , To Celeberate"" HAPPPY PARENTS ANNIVERSARY "" …",3 stars,moderate,Mughlai restaurant
ANIKET PATIL,Guys dont order food online from ahmed bhai... i order mutton biryani its not good mutton is hard as rubber not fresh ata all.raita is also not fresh at all...tandoori i order i ok ok but quantity is less...i will not order food online from ahmed bhai..,1 star,moderate,Mughlai restaurant
Rituparna Das,"It is a very good place to have Biryanis in yhe restaurant but incase you stay far and want to take food home, then would suggest you to have somewhere else because packed Biryanis didn't taste that good when I bought.",4 stars,moderate,Mughlai restaurant
Theophilus Solomon Daniel,"The mughlai food served here never ceases to Amaze me! Fantastic roganjosh, mouthwatering gulab jamuns, silky rumali rotis and the best butter chicken in Nerul.",5 stars,moderate,Mughlai restaurant
mohit Agrawal,The king of non vegggg love the food,5 stars,moderate,Mughlai restaurant
Prakalpa Shelar,The non veg dishes were good. This place has quite good ambiance.,5 stars,moderate,Mughlai restaurant
KHAJA BABA Shaik,"Ever needed haleem in Ramadan time..?
Then. This is the correct place to visit.. especially hyderarabadi haleem.. loved it.,  Reminded me of home.. …",5 stars,moderate,Mughlai restaurant
Mudita Pawar,"Loved this place and delicious food.. specially love seating arrangement,can have private lunch and dinner with curtains closed.. non veg lover should try on",5 stars,moderate,Mughlai restaurant
Mayuri Deshmukh,"We order chicken khapsa for 7, quality and quantity were so good. Also, the seating arrangement is awesome, personally I like this place",5 stars,moderate,Mughlai restaurant
Umar Ansari,"Taste was good, and cost was also affordable, but we can't book the seats before. Overall a good restaurant.",4 stars,moderate,Mughlai restaurant
Deepak Gaarg,Very good food. This is the best non veg restaurant which has all the dishes and every one is so authentic that you will love it,5 stars,moderate,Mughlai restaurant
Gauri Patil,"It was worst... Service was poor, food quality and cost of food is also not worthy. I would not recommend any one of my friends and family to go have food at Ahmad bhai..  I ordered paneer tikka role it was cold and bland tasteless, Biryani was dry, chicken chilly was disaster. Pathetic experience",1 star,moderate,Mughlai restaurant
shujaat Kapdi,This place used to be good but now it's same masala for all items.Very unhygienic places.During Ramzan they shot the price very high.. Not Recommended at all..,3 stars,moderate,Mughlai restaurant
Uppal Sarkit Teja Netha,There’s nothing more romantic than Italian food,5 stars,moderate,Mughlai restaurant
mohammad.zabiulla baig,Food is really very very nice,5 stars,moderate,Mughlai restaurant
Aditi Kapadiya,Veg. Manchurian Good taste Best restaurant and food at very affordable prices. Must visit place . Good for family as well as group of friends.Best place to have dinner with family.. Overall very Good experience for me..,5 stars,moderate,Mughlai restaurant
Nandkishor Patil,"Very well known for non veg item one of the best in Navi Mumbai for Afghani, Mughalai food kabab, biryani, Kapsa rice etc. Most go",4 stars,moderate,Mughlai restaurant
hitesh tailor,"Best place for paya soup, I don’t eat non veg but I alway take my parents here for their dinner.",5 stars,moderate,Mughlai restaurant
Dr.Fuzail Ahmed,Good taste and nice ambience,4 stars,moderate,Mughlai restaurant
Asrar Ahmedd,"The Food is quite good but cost is bit high and the food is full with flavors but if you are the one who is looking for spicy,hot,exotic foods , than dude u 've googled a wrong place",3 stars,moderate,Mughlai restaurant
Krantikumar Gaikwad,This restaurant is loosing it's charm. Food is OK but dine in experience is not upto the mark.,3 stars,moderate,Mughlai restaurant
Afzal Hamdulay,Previously it was awesome. But now the service is a little bit slow and they don't pay attention to youngsters for taking orders when a family is sitting on other tables. The kitchen needs to be a little bit clean.. otherwise food is always awesome most of the times. But little bit expensive..,3 stars,moderate,Mughlai restaurant
Jibin Prasad,"Best place in nerul to have non veg .Amazing kabsa, rann biriyani,mutton bheja fry,rumali potti,pahadi panneer .service is ok ok. But food is great and ambience is good .liked it",4 stars,moderate,Mughlai restaurant
Samad Patel,"place was really smelly, poor ventilation won't recommend their tikkas and biryani, may go for chinese...",3 stars,moderate,Mughlai restaurant
Sachin Shakya,"Everything just awesome, but still giving 4* becoz less variety of drinks like mojito and dessert not in stock. Food is delicious and quality quantity 5*.",4 stars,moderate,Mughlai restaurant
Sabrin Shaikh,Loved the paya soup... All starters are great.... Awesome ambience,5 stars,moderate,Mughlai restaurant
Manoj Ruhal,Great taste in non veg varieties.. I had tasted mutton,5 stars,moderate,Mughlai restaurant
Naziya Mohammed,The food offered in this place is brilliant but service is pathetic. The servers are very rude and loud. I ordered Butter naan n was delivered rumali roti. Wrong orders placed. This hotel needs to work on its Hospitality.,3 stars,moderate,Mughlai restaurant
Sneha Gharat,One of the best place for chicken lovers,5 stars,moderate,Mughlai restaurant
Prasad Posam,"Lots of menu choices, good non veg dishes. Don't miss the malpuva during Ramzan. Getting parcels is a messy affair.",4 stars,moderate,Mughlai restaurant
Rajesh Srivastava,It's a best place for lunch & dinner with friends and family,5 stars,moderate,Mughlai restaurant
Lata Todankar,My experience was very good....I have been there for the first time. After my first visit I would like to go there again because I liked that place very much . I ordered fried rice nd shawrma  both were very good in taste  I would like to visit it again,5 stars,moderate,Mughlai restaurant
shruti mumbaikar,They have a very good planning done keeping in mind space for customers. With curtains like a room and the food tastes delicious 🙌 …,5 stars,moderate,Mughlai restaurant
PUSHPESH SINGH,Place is good for dinner with freinds and family. .. Biryani is best. Some orders do take time... But worth of waiting.. Staff is also quite cooperative,5 stars,moderate,Mughlai restaurant
Satvik Nema,One chicken tikka biryani is enough for 6 people. The rice was THE best I had.,5 stars,moderate,Mughlai restaurant
Aniket Apurv,An awesome place to hangout with your family and friends. Foods with good quality and taste at affordable price. I visit every time when I go out for dinner... Great place..,5 stars,moderate,Mughlai restaurant
Yashraj Deshmukh,"I loved the Nalli Nihari and kaleji Fry...
loved the style and ambience of the restaurant....",5 stars,moderate,Mughlai restaurant
Yogesh Chand Thakur,5 stars for food and 1 star for ambience. I cannot sit there and eat my food. The restaurant has a negative vibe to it. I prefer take aways from here.,3 stars,moderate,Mughlai restaurant
