Reviewer,Review,Rating,Expense,Type
Nishita jain,"I visited the nerul branch of barbeque and I feel it's the best as compare to any other. Staff was so polite and humble . And the food was incomparable , I didn't like the ambience that much but overall service was very good . I visited on Thursday so I got some complementary drinks too .",4 stars,expensive,Barbecue restaurant
Roma Tagore,"Hello all...my self Jyoti Shetty...had booked for 11 members on 14th April for 15th April dinner..(10pm slot)..
I got a confirmatory call from Barbueque..at 7pm to which i gave a positive …",1 star,expensive,Barbecue restaurant
MUKUL MAPARI,"Excellent service by
Kamlakar, Nilesh, Deepak .👍 …",5 stars,expensive,Barbecue restaurant
Rizwan Qureshi,Well there are no words describe how awesome this place is.. I have been multiple times to BBQ but it feels always great and food is so delicious and awesome.... Had lots of Fun with friends and family,5 stars,expensive,Barbecue restaurant
Sunil Kumar Kopparapu,The holi special jelabi and thandai was a surprise. otherwise the food was along the expected lines. it feels like a repeat visit in terms of food variety thought it was our second visit. The folks who look after you rock and make you feel …,4 stars,expensive,Barbecue restaurant
Devendra Kumar,"Good non veg food with unlimited supply of starters. Prices are also accordingly. They make small tandoor right on the table and keep on serving food.
I feel that they do not take tips as well.",4 stars,expensive,Barbecue restaurant
Abhishek Ulvekar,"Very well mannered staff and waiters , ambience is good though lacks on free space , feels to congested and claustrophobic with in full capacity to the place . OVERALL great , food quality is spectacular",4 stars,expensive,Barbecue restaurant
OM TAYADE,Great place for family and friends. The service and the food is great. A great place to also celebrate birthday as they provide a cake on ur bday to make it more special. Overall there is great atmosphere to eat enjoy and spend time.,4 stars,expensive,Barbecue restaurant
Kushal Dhawad,Very nice experience. Food quality is awesome. Staff is also quite generous. Everyone should definitely visit this place atleast once,5 stars,expensive,Barbecue restaurant
Chiranjeevi Vamsi Kiran Lakey,Nice option. Delicious. Went on a food festival theme.,5 stars,expensive,Barbecue restaurant
Riddhima's world,"One of the best buffet hotel in Belapur ,palm beach road. Lot of parking space available . Never forget to ask for  Corn fry  . If you like non veg just ask for liver fry. All Veg and non veg items are testy. I love the kulfi served at this hotel.",5 stars,expensive,Barbecue restaurant
Mahima Bose,"Although difficult to locate at first, this station of BBQ nation has great service and hospitality. They served us well even when the restaurant was closed for dining . Definitely recommending.",4 stars,expensive,Barbecue restaurant
Abhay Kulkarni,Consistently good. Probably my 5th visit and it did not disappoint. The chef made a special Fish Koliwada dish. The mango cheese cake was excellent. Complimentary beer.,5 stars,expensive,Barbecue restaurant
UmmWael Usman,Our family was at Barbaque Nation (Nerul branch) on 4th January. We decided to celebrate my parent's 50th wedding anniversary and took the staff into confidence for the surprise. The staff surprised us all. They played nostalgic anniversary …,5 stars,expensive,Barbecue restaurant
Shehzeen Asif Shaikh,Food for the soul. Foodies please make a pit stop here. Go empty tummy cuz they will not let you off without making you have and try everything. Their courteous ways will surely urge you to give in. You got tandoori or sigreed assorted …,4 stars,expensive,Barbecue restaurant
neeraj parab,Paisa barbaad bc. If u r a vegetarian n choose vegetarian meal plan then u will get many varieties bt gor nonveg .. total loss... desserts are good. So many varieties n nice quality.,3 stars,expensive,Barbecue restaurant
Pulin Parikh,"Excellent place for get together dinner, specially if you're looking to make some noise and eat with ease without having to bother for ordering the menu.
Service-5* …",5 stars,expensive,Barbecue restaurant
Posiedon,The staff is extremely polite and friendly! Food quality is top notch and accommodation area is also awesome! Place recommended for any time whether it be lunch or dinner!,5 stars,expensive,Barbecue restaurant
Amit Karnik,Good for family get together,5 stars,expensive,Barbecue restaurant
Lenin Fernandez,"Nice food, but only when it's spicy. Also they should consider changing the menu's every 3 months..
They come up with special festival dishes and stuffs. Cool place for foodies..",4 stars,expensive,Barbecue restaurant
Archana Chhatre,"Only the starters were good. Rest of the food - main course n desserts did not appear to be fresh. Better hygiene can be maintained.
Staff was polite.",3 stars,expensive,Barbecue restaurant
Yash Khanna,"Nice barbequed meat is always a plus point. The waiters here, know what their job is and know how to please the customers and can handle issues if any.
The menu changes periodically, which gives us something new everytime.",4 stars,expensive,Barbecue restaurant
Shubham Gurav,The Barbeque Nation here at Panvel is the Worst of where I've been. The Service has Improved since my last visits but the Ambience is still an issue here. Manager Accepted our request to make a dish out of the menu which I felt quite …,4 stars,expensive,Barbecue restaurant
domcity11,"No value for money. As compared to thane BBQ they offer very less varieties. Also Masala used for kababs are not that tasty
You only get quantity here. No quality.
Don't waste money here. Better go to Thane viviana BBQ.",2 stars,expensive,Barbecue restaurant
Nitish kadam,"awesome food with awesome service, this place has its own different atmosphere, the starters are delight for food lovers and the main course , desert too.... this place is best for parties etc..  estimate it takes 950 per person without the drinks...",5 stars,expensive,Barbecue restaurant
Aminu Sherif,"Very tasty with lots of options in both veg and non veg in the buffet meal. For the appetizers it goes without saying it's the classic barbeque nation taste, in one word - delicious. Lots of varieties in desserts which are of top quality. …",4 stars,expensive,Barbecue restaurant
Vivek Royzada,"Wide range of starters , both veg and non-veg alongwith a decent buffet meal.only -ve thing was reduced ( only 2 Tuborg beer ) variety in Beers though all was good in Vodka",5 stars,expensive,Barbecue restaurant
Sara D,Delicious food  they serves.awesome experience what else to say must try with family and friends.totally love it.,5 stars,expensive,Barbecue restaurant
Ankit Nemani,Like all other barbeque nation chain it is good and the hospitality over here is wonderful. They really have a lot of varieties. And yes on few days of the week you can avail discount also.,4 stars,expensive,Barbecue restaurant
Angela,"It's not worth it. The buffet is not at all good. Not much variety. Though starters were good enough, Desserts are really bad. Not worth the price they charge from us. Wouldn't go again nor would recommend it. Earlier it used to be good, not anymore.",2 stars,expensive,Barbecue restaurant
Sumit Kumram,"Amazing food. Buffet was a delight. Bar was okayish. Desserts were heavenly. Location is situated near Palm Beach road, which is very spacious and soothing. Always a recommendation for others.",5 stars,expensive,Barbecue restaurant
Prasad Bagauli,"Well, can't say much as iam a veg.😮😅 The grillers were decent, if not excellent. Improvement required in buffet. Should taste as good as other restaurants or say, dhabas have them😊 too much of cacophony on bday celebrations etc 😂 …",3 stars,expensive,Barbecue restaurant
LALIT KUMAR SHARMA,"A great place to treat your taste buds and to satisfy your cravings for the non vegetarian food. Awesome place with very corteous staff. Great food especially the non vegetarian food and great value for money. Located at beverly park, sector 6, it is easily accessible for anybody. A great place to visit again and again.",5 stars,expensive,Barbecue restaurant
